Computer_Idn,Type,MhzSpeed,ProcCount,Stepping,ID,Vendor,SLSignature,Model,ProcIndex,ProcType,ProcFamily,ProcVersion,MaxSpeed,CurrSpeed,ProcUpgrade,FRUGrpIndex,OPGrpIndex,ProcSerialNum,OverdriveUpgrade,VirtModeExt,PageSizeExt,TimeStampCnt,ModelRegisters,PhysAddrExt,MachChkExcept,CMPXCHG8BInstSppt,APIC,MemoryTypeRangeReg,PageGlobalEnable,MachineCheckArch,CondMoveInstr,MMX,HyperThreading,GlobalPageEnable,LeaseExp,ProcCnt,Speed,FeatureID,FeatureStepping,DHCPServ,Architecture,ProcLevel,Revision,AllocGran,ProcessorPhysicalCount,ExternalClockSpeed,CoresPerPkg,EM64T,ExecDisable,CacheSize,TotalCores
2707,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,2833,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2720,Intel(R) Core(TM) i5-5300U CPU @ 2.30GHz,2300,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2900 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2728,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,2700,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,2700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2729,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2737,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2739,Intel(R) Xeon(R) CPU E3-1505M v5 @ 2.80GHz,2800,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2740,Intel(R) Xeon(R) CPU E3-1505M v5 @ 2.80GHz,2800,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2742,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,2700,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2752,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2757,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,2833,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2759,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2761,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,1,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
2763,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,1,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,2400,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Yes,Yes,NULL,NULL
2769,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,2,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
2772,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,2600,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2776,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,2500,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2783,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2784,Intel(R) Xeon(R) CPU E5-2660 v3 @ 2.60GHz,2600,1,1H,06F1H,GenuineIntel,1777,F,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Yes,Yes,NULL,NULL
2785,Intel(R) Xeon(R) CPU E5-2660 v3 @ 2.60GHz,2600,1,1H,06F1H,GenuineIntel,1777,F,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
2788,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,2200,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2795,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,2700,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2798,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2810,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2813,Intel(R) Core(TM) i7-6920HQ CPU @ 2.90GHz,2904,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,2900 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2821,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,2500,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,2400 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2828,Intel(R) Xeon(R) CPU E5-2665 0 @ 2.40GHz,2400,1,7H,06D7H,GenuineIntel,132823,D,NULL,NULL,NULL,NULL,2288 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Yes,Yes,NULL,NULL
2830,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,2600,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2832,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,2700,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2850,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,2903,1,9H,06E9H,GenuineIntel,526057,E,NULL,NULL,NULL,NULL,3500 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2852,Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz,2700,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,2700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2860,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,2903,1,9H,06E9H,GenuineIntel,526057,E,NULL,NULL,NULL,NULL,3500 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2863,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,2700,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,2700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2864,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2867,Intel(R) Core(TM) i7-4910MQ CPU @ 2.90GHz,2893,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2900,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2868,Intel(R) Core(TM) i5-4670 CPU @ 3.40GHz,3400,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,3400,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2880,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,1,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
2895,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2897,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,2,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
2898,Intel(R) Core(TM) i7-3687U CPU @ 2.10GHz,2600,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,4000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2903,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,1,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
2910,Intel(R) Core(TM) i7-4800MQ CPU @ 2.70GHz,2700,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2700,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2918,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,2833,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2922,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,2800,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2928,Intel(R) Core(TM) i7-4900MQ CPU @ 2.80GHz,2800,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2800 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2930,Intel(R) Core(TM) i5-4310M CPU @ 2.70GHz,2700,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2933,Intel(R) Core(TM) i7-4810MQ CPU @ 2.80GHz,2800,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2800 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2945,Intel(R) Core(TM) i7-6920HQ CPU @ 2.90GHz,2904,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,2933,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2951,Intel(R) Core(TM) i5-5300U CPU @ 2.30GHz,2300,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2300,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2952,Intel(R) Core(TM) i7-4650U CPU @ 1.70GHz,2300,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,2300,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2953,Intel(R) Core(TM) i7-4910MQ CPU @ 2.90GHz,2893,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2900,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2954,Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz,2094,1,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2100 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,6,Yes,Yes,NULL,NULL
2956,Intel(R) Core(TM) i5-5300U CPU @ 2.30GHz,2300,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2300,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2958,Intel(R) Core(TM) i5-4310M CPU @ 2.70GHz,2700,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2700,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
2959,Intel(R) Core(TM) i7-4910MQ CPU @ 2.90GHz,2893,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2900 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2960,Intel(R) Core(TM) i5-4670 CPU @ 3.40GHz,3400,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,3400,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
2962,Intel(R) Xeon(R) CPU E5-1650 v3 @ 3.50GHz,3460,1,2H,06F2H,GenuineIntel,198386,F,NULL,NULL,NULL,NULL,3500,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,6,Yes,Yes,NULL,NULL
2964,Intel(R) Xeon(R) CPU E5-1650 v3 @ 3.50GHz,3460,1,2H,06F2H,GenuineIntel,198386,F,NULL,NULL,NULL,NULL,3500,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,6,Yes,Yes,NULL,NULL
