Computer_Idn,Manufacturer,Chipset,NumSlots,FRUGrpIndex,OPGrpIndex,MaxCPU,ProductName,MBVersion,SerialNum,BusSpeed,PCISlots,PCISlotsAvail
3355,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.41,PGDUF00WB7305B,2133,0,0
3360,Dell Inc.,NULL,NULL,NULL,NULL,2701,07Y85M,A01,/8FN9TY1/CN129613AN00D4/,1600,0,0
3363,Dell Inc.,NULL,NULL,NULL,NULL,2701,0N8J4R,A01,/6YTDYF2/CN129637370220/,2133,0,0
3364,Dell Inc.,NULL,NULL,NULL,NULL,2904,0M1YNP,A00,/DCZJR72/CN1296364T001F/,2133,0,0
3368,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/BY84PC2/CN1296368O0853/,2133,0,0
3374,Dell Inc.,NULL,NULL,NULL,NULL,2101,0WN7Y6,A01,/FNZ2G32/CN7220048D002M/,1866,1,1
3376,HP,NULL,NULL,NULL,NULL,2592,8079,KBC Version 85.77,PFKZV00WB630NA,2133,1,1
3390,Dell Inc.,NULL,NULL,NULL,NULL,2601,06MFX3,A00,/GJ61N12/CN129634AH08BD/,1600,0,0
3396,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.6E,PFTDKO2MY69CJ1,2133,1,1
3397,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.6F,PFTDKO2MY69BMN,2133,1,1
3401,HP,NULL,NULL,NULL,NULL,2808,80FA,KBC Version 01.72,PFUFQ078J780R3,2133,1,1
3408,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/B8HZ2G2/CN1296374J0623/,2133,0,0
3411,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.6E,PFTDKO2MY69E35,2133,1,1
3412,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.6E,PFTDKO2MY697ZY,2133,1,1
3413,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB73005,2133,0,0
3414,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.3C,PGDUF00WB7302G,2133,0,0
3415,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB710LV,2133,0,0
3417,Dell Inc.,NULL,NULL,NULL,NULL,2501,091TRH,A00,/9FYHF12/CN12963466069F/,1600,0,0
3419,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS74C10DV,1867,0,0
3426,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.73,PFTDKO2MY6987Q,2133,1,1
3427,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.6E,PFTDKO2MY69D4Y,2133,1,1
3434,Dell Inc.,NULL,NULL,NULL,NULL,2601,06MFX3,A01,/29Y2M32/CN1296353C0259/,1600,0,0
3435,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS73K11T3,1867,0,0
3436,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/8Z2K362/CN129635A90007/,1600,0,0
3448,Dell Inc.,NULL,NULL,NULL,NULL,2901,0M1YNP,A00,/7CSZM72/CN129636390008/,2133,0,0
3449,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB7301D,2133,0,0
3457,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/GNJZ2G2/CN1296374J0636/,2133,0,0
3469,Dell Inc.,NULL,NULL,NULL,NULL,3001,0725FP,A00,/1VZ5P12/CN129634BL00FC/,1600,0,0
3474,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T3YTY,A00,/G1BMF12/CN12963469019A/,1600,0,0
3480,Dell Inc.,NULL,NULL,NULL,NULL,2904,0M1YNP,A00,/6M6XK72/CN129636990016/,2133,0,0
3481,Dell Inc.,NULL,NULL,NULL,NULL,2501,091TRH,A00,/GPHHD12/CN1296345G0072/,1600,0,0
3485,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS73G10E6,1867,0,0
3495,Dell Inc.,NULL,NULL,NULL,NULL,3312,0Y7WYT,A00,/4KGBZG2/CN7016369202UI/,2133,1,1
3500,Dell Inc.,NULL,NULL,NULL,NULL,2801,NULL,NULL,/B5Q8QC2/              /,2133,0,0
3501,Hewlett-Packard,NULL,NULL,NULL,NULL,2501,2253,KBC Version 03.12,PENNRK21V9CHTO,1600,1,1
3502,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/GMJZ2G2/CN1296374J0630/,2133,0,0
3503,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS73G106T,1867,0,0
3508,LENOVO,NULL,NULL,NULL,NULL,2001,3444F8U,Win8 Pro DPK TPG,1ZPX333B2UG,1333,0,0
3510,HP,NULL,NULL,NULL,NULL,2808,80FA,KBC Version 01.72,PFUFQ038J70151,2133,1,1
3512,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS73K11T2,1867,0,0
3517,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84594320136717A,1867,0,0
3520,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.77,PDEX3LD0XM5NES,2133,1,1
3524,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS73G10JF,1867,0,0
3527,Intel Corporation,NULL,NULL,NULL,NULL,2300,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3528,Acer,NULL,NULL,NULL,NULL,1795,TPDS03,To be filled by O.E.M.,U033112900436,800,0,0
3531,Intel Corporation,NULL,NULL,NULL,NULL,2300,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3535,HP,NULL,NULL,NULL,NULL,2904,82AB,KBC Version 52.35,PGDUA00WB77011,2400,0,0
3536,Dell Inc.,NULL,NULL,NULL,NULL,2801,0FVDR2,A00,/6NBWXZ1/CN129634470033/,1600,0,0
3541,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,22DA,KBC Version 92.17,PENEU00WB9V2KB,1600,1,1
3543,LENOVO,NULL,NULL,NULL,NULL,3096,20HJS0GG00,SDK0J40697 WIN,L1HF76300BP,2400,0,0
3545,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A01,/268XR72/CN1296365401AB/,1600,0,0
3554,HP,NULL,NULL,NULL,NULL,2712,82B9,KBC Version 03.18,PGDPB00WB680BP,1867,0,0
3557,Dell Inc.,NULL,NULL,NULL,NULL,2496,0T6HHJ,A00,/F4LJSC2/CN129636AT0FAA/,2133,0,0
3560,Hewlett-Packard,NULL,NULL,NULL,NULL,2100,1619,KBC Version 97.4E,PCBTTB47V1T4FF,1333,1,1
3561,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS66211WK,1867,0,0
3565,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB730BA,2133,0,0
3575,LENOVO,NULL,NULL,NULL,NULL,2712,20HFCTO1WW,SDK0J40697 WIN,L2HF7620415,2133,0,0
3581,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84593001915706A,1867,0,0
3585,Dell Inc.,NULL,NULL,NULL,NULL,2801,NULL,NULL,/D5Q8QC2/              /,2133,0,0
3587,HP,NULL,NULL,NULL,NULL,2592,8079,KBC Version 85.77,PFKZV00WB682A5,2133,1,1
3590,LENOVO,NULL,NULL,NULL,NULL,2401,20BS006BGE,SDK0E50510 WIN,W1KS52G109N,1600,0,0
3594,Hewlett-Packard,NULL,NULL,NULL,NULL,3601,1998,NULL,CZC513056W,1600,0,0
3597,Microsoft Corporation,NULL,NULL,NULL,NULL,3592,Virtual Machine,Hyper-V UEFI Release v1.0,7556-8369-0688-1479-1367-4705-37,NULL,0,0
3613,LENOVO,NULL,NULL,NULL,NULL,3701,102F,SBB0J05441 WIN 3305051230553,NULL,2400,1,1
3615,LENOVO,NULL,NULL,NULL,NULL,2904,20HR0054US,SDK0J40697 WIN,L3HF76G000H,1867,0,0
3621,Dell Inc.,NULL,NULL,NULL,NULL,2901,0M1YNP,A00,/JYVKWF2/CN1296372B000A/,2133,0,0
3627,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3631,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB73010,2133,0,0
3632,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB73058,2133,0,0
3636,Microsoft Corporation,NULL,NULL,NULL,NULL,2208,Surface Pro 4,NULL,A01075111934619A,1867,0,0
3645,LENOVO,NULL,NULL,NULL,NULL,2712,20EN0006UK,SDK0J40705 WIN,L1HF6B501H4,2133,0,0
3648,Hewlett-Packard,NULL,NULL,NULL,NULL,3601,1998,NULL,CZC513057C,1600,0,0
3653,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB740LZ,2133,0,0
3654,LENOVO,NULL,NULL,NULL,NULL,2712,20EN0036PB,SDK0J40697 WIN,L1HF6BA01VZ,2133,0,0
3655,LENOVO,NULL,NULL,NULL,NULL,2904,20HR0054US,SDK0J40697 WIN,L3HF76A0072,1867,0,0
3660,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3663,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB740JB,2133,0,0
3665,LENOVO,NULL,NULL,NULL,NULL,2904,20HB000TPB,SDK0J40697 WIN,W1KS75B104X,2133,0,0
3669,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.77,PFKZT00WB850D1,2133,1,1
3670,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.76,PFKZT00WB850DB,2133,1,1
3686,LENOVO,NULL,NULL,NULL,NULL,2904,20HR0054US,SDK0J40697 WIN,L3HF76V0081,1867,0,0
3688,Dell Inc.,NULL,NULL,NULL,NULL,2801,0CYT5F,A00,/37BCG12/CN1296346T008B/,1600,0,0
3689,Dell Inc.,NULL,NULL,NULL,NULL,2701,07F3F4,A00,/DP7RN12/CN129634BB0053/,1600,0,0
3694,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.76,PFKZT00WB850D8,2133,1,1
3697,LENOVO,NULL,NULL,NULL,NULL,2904,20HR0054US,SDK0J40697 WIN,L3HF77700SB,1867,0,0
3698,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.76,PFKZT00WB857DV,2133,1,1
3700,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/HLJZ2G2/CN1296374J0633/,2133,0,0
3701,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.76,PFKZT00WB850EE,2133,1,1
3703,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.76,PFKZT00WB850DD,2133,1,1
3704,LENOVO,NULL,NULL,NULL,NULL,2904,20HR0054US,SDK0J40697 WIN,L3HF777001X,1867,0,0
3707,LENOVO,NULL,NULL,NULL,NULL,2904,20HR0054US,SDK0J40697 WIN,L3HF77700D7,1867,0,0
3708,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/G5HZ2G2/CN1296374J0625/,2133,0,0
3709,Intel Corporation,NULL,NULL,NULL,NULL,1698,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3710,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/DKK8QC2/CN1296368O04D7/,2133,0,0
3711,LENOVO,NULL,NULL,NULL,NULL,2904,20HR0054US,SDK0J40697 WIN,L3HF77700D3,1867,0,0
3712,LENOVO,NULL,NULL,NULL,NULL,2592,20FL000MUS,SDK0J40705 WIN,W1KS6C110P3,1600,0,0
3713,LENOVO,NULL,NULL,NULL,NULL,2904,20HR000FUS,SDK0J40697 WIN,L3HF776010B,1867,0,0
3717,LENOVO,NULL,NULL,NULL,NULL,2904,20HR000FUS,SDK0J40697 WIN,L3HF77801MD,1867,0,0
3723,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/3D34PC2/CN1296368O0809/,2133,0,0
3724,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.76,PFKZT00WB850EC,2133,1,1
3727,Intel Corporation,NULL,NULL,NULL,NULL,2394,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3730,LENOVO,NULL,NULL,NULL,NULL,2904,20HR002BUK,SDK0J40697 WIN,L3HF73L01TD,1867,0,0
3731,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.76,PFKZT00WB850D2,2133,1,1
3733,"Micro-Star International Co., Ltd.",NULL,NULL,NULL,NULL,2801,MS-16L2,REV:1.0,BSS-0123456789,2400,0,0
3735,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/FQJZ2G2/CN1296374J0637/,2133,0,0
3736,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/75HZ2G2/CN1296374J0627/,2133,0,0
3738,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T3YTY,A00,/6G2VJ12/CN1296349J016A/,1600,0,0
3739,HP,NULL,NULL,NULL,NULL,2904,827D,KBC Version 44.63,PGHWK00WB843CG,2133,0,0
3742,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/CGJZ2G2/CN1296374J0624/,2133,0,0
3746,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB9F154,1600,1,1
3755,HP,NULL,NULL,NULL,NULL,2808,80FA,KBC Version 01.72,PFUFQ048J8205Q,2133,1,1
3759,LENOVO,NULL,NULL,NULL,NULL,3096,20HJS0PA00,SDK0J40697 WIN,L1HF77H002X,2400,0,0
3765,LENOVO,NULL,NULL,NULL,NULL,2794,20EF000MUS,SDK0E50510 WIN,W1KS54P10RH,1600,0,0
3768,LENOVO,NULL,NULL,NULL,NULL,3096,20HJS0GG00,SDK0J40697 WIN,L1HF77T0047,2400,0,0
3769,LENOVO,NULL,NULL,NULL,NULL,3096,20HJS0GG00,SDK0J40697 WIN,L1HF77T003G,2400,0,0
3771,Intel Corporation,NULL,NULL,NULL,NULL,1698,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3773,Intel Corporation,NULL,NULL,NULL,NULL,1698,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3774,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.74,PFKZT00WB669WZ,2133,1,1
3776,LENOVO,NULL,NULL,NULL,NULL,3096,20HJS0GG00,SDK0J40697 WIN,L1HF77T0046,2400,0,0
3782,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84593360647617A,1867,0,0
3787,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/8JJZ2G2/CN1296374J0686/,2133,0,0
3791,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/8DRPLC2/CN129636840BB8/,2133,0,0
3794,Dell Inc.,NULL,NULL,NULL,NULL,3201,0WR7PY,A01,/DNDB5Z1/CN7220038103Y1/,1600,0,0
3796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3797,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84591311226715A,1867,0,0
3803,LENOVO,NULL,NULL,NULL,NULL,2808,20HH0014UK,SDK0J40697 WIN,L1HF75L00JX,2400,0,0
3804,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB740P6,2133,0,0
3805,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB73041,2133,0,0
3810,LENOVO,NULL,NULL,NULL,NULL,2904,20HR002MUK,SDK0J40697 WIN,L3HF76R00GV,1867,0,0
3813,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A00,/DP1S262/CN1296359U0846/,1600,0,0
3815,Dell Inc.,NULL,NULL,NULL,NULL,2501,0H7Y7K,A01,/1V0TL72/CN1296362K01AB/,2133,0,0
3816,Dell Inc.,NULL,NULL,NULL,NULL,2701,0N8J4R,A01,/3602MC2/CN1296368A002C/,2133,0,0
3817,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/25Y2S72/CN1296365D005B/,2133,0,0
3818,Dell Inc.,NULL,NULL,NULL,NULL,2701,00D283,A00,/6CNSLC2/CN12963684002B/,2133,0,0
3819,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T3YTY,A00,/3GXWF12/CN1296346F00B3/,1600,0,0
3820,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.39,PGDUF00WB710M1,2133,0,0
3824,LENOVO,NULL,NULL,NULL,NULL,2808,20F9003CUS,SDK0J40705 WIN,L1HF6BA02XH,2133,0,0
3826,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.73,PFTDKO2MY698ZH,2133,1,1
3829,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/6V66S72/CN1296365C0034/,2133,0,0
3831,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/5CBVM72/CN12963637003D/,2133,0,0
3835,ASUSTeK COMPUTER INC.,NULL,NULL,NULL,NULL,2904,P2540UA,1.0,N0CV1707MB0130156,2400,0,0
3846,Dell Inc.,NULL,NULL,NULL,NULL,2501,0PC4X0,A00,/4FKGXZ1/CN1296343S0003/,1600,0,0
3851,Dell Inc.,NULL,NULL,NULL,NULL,2701,0PXPYJ,A00,/J64HV32/CN1296357H0183/,1600,0,0
3852,Dell Inc.,NULL,NULL,NULL,NULL,2701,0PXPYJ,A00,/JW9JV32/CN1296357H01D2/,1600,0,0
3853,Dell Inc.,NULL,NULL,NULL,NULL,2701,0WDPYW,A00,/3FCJQ32/CN1296355E0008/,1600,0,0
3856,Dell Inc.,NULL,NULL,NULL,NULL,2801,0VPH0Y,NULL,/38TKS32/CN1296355IA11B/,1600,0,0
3858,Dell Inc.,NULL,NULL,NULL,NULL,2295,0V8RX3,A00,/D81TT32/CN1296357200DF/,1600,0,0
3862,Dell Inc.,NULL,NULL,NULL,NULL,2601,0DT9KN,A01,/BJ6WN32/CN1296352L0005/,1600,0,0
3864,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A00,/1V09362/CN129635A1042F/,1600,0,0
3868,LENOVO,NULL,NULL,NULL,NULL,3096,20HH001SUK,SDK0J40697 WIN,L1HF7630022,2400,0,0
3869,LENOVO,NULL,NULL,NULL,NULL,3096,20HH001SUK,SDK0J40697 WIN,L1HF763000T,2400,0,0
3871,LENOVO,NULL,NULL,NULL,NULL,3096,20HH001SUK,SDK0J40697 WIN,L1HF763003K,2400,0,0
3880,LENOVO,NULL,NULL,NULL,NULL,3096,20HJS0PA00,SDK0J40697 WIN,L1HF78A0053,2400,0,0
3883,LENOVO,NULL,NULL,NULL,NULL,2904,20HR000FUS,SDK0J40697 WIN,L3HF77M0042,1867,0,0
3891,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D152,A02,/JF6ZR72/CN1296367DA001/,2133,0,0
3894,Dell Inc.,NULL,NULL,NULL,NULL,2808,0K4CNR,A00,/FSH5S72/CN1296365D0145/,2133,0,0
3895,Dell Inc.,NULL,NULL,NULL,NULL,2712,06YF8N,A00,/J4B8S72/CN1296365D00BF/,2133,0,0
3896,LENOVO,NULL,NULL,NULL,NULL,2904,20HR006LUS,SDK0J40697 WIN,L3HF785003H,1867,0,0
3898,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/CBCZR72/CN1296365C003C/,2133,0,0
3899,Dell Inc.,NULL,NULL,NULL,NULL,2701,0CYT5F,A00,/6Z0CVZ1/CN12963426016F/,1600,0,0
3902,Dell Inc.,NULL,NULL,NULL,NULL,2701,06YF8N,A00,/HGKDQ72/CN1296364H003D/,2133,0,0
3903,Dell Inc.,NULL,NULL,NULL,NULL,2712,06YF8N,A00,/54B8S72/CN1296365D00B8/,2133,0,0
3905,Dell Inc.,NULL,NULL,NULL,NULL,2701,00D283,A00,/HQ66S72/CN1296365C003F/,2133,0,0
3906,Dell Inc.,NULL,NULL,NULL,NULL,2808,0K4CNR,A00,/8HN5S72/CN1296365D0321/,2133,0,0
3907,Dell Inc.,NULL,NULL,NULL,NULL,2295,0V8RX3,A00,/4D6S262/CN129635A10008/,1600,0,0
3909,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84596383354543A,1867,0,0
3911,Dell Inc.,NULL,NULL,NULL,NULL,2701,0N98Y6,A04,/1GKDQ72/CN1296366702A4/,2133,0,0
3912,Hewlett-Packard,NULL,NULL,NULL,NULL,2501,2253,KBC Version 03.12,PENNRK21V9CH63,1600,1,1
3914,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84605341135715A,1867,0,0
3916,Microsoft Corporation,NULL,NULL,NULL,NULL,2496,Surface Book,NULL,A50763333192545A,1867,0,0
3919,LENOVO,NULL,NULL,NULL,NULL,2904,20HR000FUS,SDK0J40697 WIN,L3HF77K01DD,1867,0,0
3926,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3931,Dell Inc.,NULL,NULL,NULL,NULL,2701,00D283,A00,/5Q66S72/CN1296365C003D/,2133,0,0
3933,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/DV66S72/CN1296365C005F/,2133,0,0
3934,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/43Y2S72/CN1296365D005D/,2133,0,0
3935,Dell Inc.,NULL,NULL,NULL,NULL,2701,06YF8N,A00,/95B8S72/CN1296365D00BE/,2133,0,0
3936,Dell Inc.,NULL,NULL,NULL,NULL,2701,00D283,A00,/966ZR72/CN1296365C0042/,2133,0,0
3938,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84592330456603A,1867,0,0
3941,Dell Inc.,NULL,NULL,NULL,NULL,2496,0H7Y7K,A01,/G222N72/CN129636390035/,2133,0,0
3943,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/5MHZR72/CN1296365C0055/,2133,0,0
3947,Dell Inc.,NULL,NULL,NULL,NULL,2601,0DT9KN,A00,/3FWJN12/CN129634B60016/,1600,0,0
3948,Dell Inc.,NULL,NULL,NULL,NULL,2496,027I5V,A00,/BS2NF72/CN129635CG0045/,2133,0,0
3953,LENOVO,NULL,NULL,NULL,NULL,2904,20HR000FUS,SDK0J40697 WIN,L3HF77M00MB,1867,0,0
3960,HP,NULL,NULL,NULL,NULL,2592,8079,KBC Version 85.76,PFKZV00WB8605A,2133,1,1
3961,Dell Inc.,NULL,NULL,NULL,NULL,2712,06YF8N,A00,/FN69S72/CN1296365D00DB/,2133,0,0
3962,Intel Corporation,NULL,NULL,NULL,NULL,2098,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3963,LENOVO,NULL,NULL,NULL,NULL,2904,20HR000FUS,SDK0J40697 WIN,L3HF77M004E,1867,0,0
3964,LENOVO,NULL,NULL,NULL,NULL,2904,20HCA00QUS,SDK0J40697 WIN,W1KS77S1067,2133,0,0
3968,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.39,PGDUF00WB8113R,2133,0,0
3973,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T0V7J,A01,/1T0TL72/CN1296362K0076/,2133,0,0
3980,LENOVO,NULL,NULL,NULL,NULL,2904,20J7S17200,SDK0J40697 WIN,L1HF78M022K,2400,0,0
3991,LENOVO,NULL,NULL,NULL,NULL,2904,20HR000FUS,SDK0J40697 WIN,L3HF77L007M,1867,0,0
3994,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/1PHZR72/CN1296365C0056/,2133,0,0
3995,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/1V66S72/CN1296365C0049/,2133,0,0
3998,Dell Inc.,NULL,NULL,NULL,NULL,2601,0PC4X0,A00,/GDDTG12/CN129634780021/,1600,0,0
4006,Dell Inc.,NULL,NULL,NULL,NULL,2712,06YF8N,A00,/H5B8S72/CN1296365D00B9/,2133,0,0
4010,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/8XLCSF2/CN129637170524/,2133,0,0
4011,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/2BCZR72/CN1296365C0061/,2133,0,0
4017,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A00,/JBG3262/CN1296359J0779/,1600,0,0
4018,Dell Inc.,NULL,NULL,NULL,NULL,3001,0JC5MT,A01,/1BVMLX1/CN1296137201A5/,1600,0,0
4021,Dell Inc.,NULL,NULL,NULL,NULL,2701,0PXPYJ,A00,/733Y262/CN1296359U010D/,1600,0,0
4023,Dell Inc.,NULL,NULL,NULL,NULL,2801,0VNKRJ,A06,/CPM1GC2/CNCMK007690387/,2133,0,0
4024,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/C86ZR72/CN1296365C0069/,2133,0,0
4028,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/BFCZR72/CN1296365C0066/,2133,0,0
4029,Dell Inc.,NULL,NULL,NULL,NULL,2712,06YF8N,A00,/7LP8S72/CN1296365D00C5/,2133,0,0
4030,Dell Inc.,NULL,NULL,NULL,NULL,2496,047I5V,A00,/FNVYJ72/CN1296362703E3/,2133,0,0
4031,Dell Inc.,NULL,NULL,NULL,NULL,2501,0V120R,A00,/2FWTXZ1/CN12963445001D/,1600,0,0
4032,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A00,/5ZN3262/CN1296359J07C6/,1600,0,0
4034,Dell Inc.,NULL,NULL,NULL,NULL,2701,0N8J4R,A00,/18N1M72/CN1296362P0111/,2133,0,0
4035,Dell Inc.,NULL,NULL,NULL,NULL,2701,NULL,NULL,/9S3LL72/              /,2400,0,0
4037,Dell Inc.,NULL,NULL,NULL,NULL,2701,0N8J4R,A00,/9862M72/CN1296362Q0010/,2133,0,0
4038,Dell Inc.,NULL,NULL,NULL,NULL,2496,0DGYY5,A01,/HHQ3N72/CN129636390013/,2133,0,0
4045,Dell Inc.,NULL,NULL,NULL,NULL,2801,NULL,NULL,/5X84PC2/              /,2133,0,0
4046,Dell Inc.,NULL,NULL,NULL,NULL,2801,0VNKRJ,A02,/6M6KL72/CN1296362C0323/,2133,0,0
4049,Dell Inc.,NULL,NULL,NULL,NULL,2601,0P7MJT,A00,/FC1NM12/CN129634A80005/,1600,0,0
4050,Dell Inc.,NULL,NULL,NULL,NULL,2701,0PXPYJ,A00,/J1KZ262/CN1296359U0124/,1600,0,0
4052,Dell Inc.,NULL,NULL,NULL,NULL,2712,00D283,A00,/BTHZR72/CN1296365C0057/,2133,0,0
4053,Dell Inc.,NULL,NULL,NULL,NULL,2496,0H7Y7K,A01,/16TML72/CN1296362K0191/,2133,0,0
4054,Dell Inc.,NULL,NULL,NULL,NULL,2712,06YF8N,A00,/24B8S72/CN1296365D00C4/,2133,0,0
4056,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/3673S72/CN1296365D0045/,2133,0,0
4057,Dell Inc.,NULL,NULL,NULL,NULL,2701,00D283,A00,/7L66S72/CN1296365C002D/,2133,0,0
4060,Dell Inc.,NULL,NULL,NULL,NULL,2701,00D283,A00,/55BKRC2/CN129636AC0098/,2133,0,0
