Computer_Idn,Manufacturer,Chipset,NumSlots,FRUGrpIndex,OPGrpIndex,MaxCPU,ProductName,MBVersion,SerialNum,BusSpeed,PCISlots,PCISlotsAvail
542,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
550,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
559,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
562,LENOVO,NULL,NULL,NULL,NULL,2801,20EF001UGE,SDK0J40705 WIN,W1KS5A610L2,1600,0,0
566,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
568,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
572,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
581,Microsoft Corporation,NULL,NULL,NULL,NULL,2301,Surface Pro 3,1,013562444053,1600,0,0
584,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
586,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
587,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
589,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
590,Dell Inc.,NULL,NULL,NULL,NULL,2993,0UR033,A01,..CN697027CA0613.,667,0,0
594,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
595,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
597,Intel Corporation,NULL,NULL,NULL,NULL,1696,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
600,Intel Corporation,NULL,NULL,NULL,NULL,1696,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
603,Intel Corporation,NULL,NULL,NULL,NULL,2394,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
604,Intel Corporation,NULL,NULL,NULL,NULL,2595,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
608,Intel Corporation,NULL,NULL,NULL,NULL,2201,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
611,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
613,Apple Inc.,NULL,NULL,NULL,NULL,2926,Mac-F221BEC8,NULL,J510300CNCZJB,1066,0,0
615,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
618,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
619,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
620,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
621,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
623,Intel Corporation,NULL,NULL,NULL,NULL,2593,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
629,Hewlett-Packard,NULL,NULL,NULL,NULL,2801,2253,KBC Version 03.12,PENNRI21W7QZTB,1600,1,1
632,Intel Corporation,NULL,NULL,NULL,NULL,1695,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
636,Dell Inc.,NULL,NULL,NULL,NULL,2660,0F0XJ6,A02,..CN7016309E0169.,1333,0,0
637,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
638,Intel Corporation,NULL,NULL,NULL,NULL,2593,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
639,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
642,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
647,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
649,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB210ZR,1600,1,1
653,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.58,PEVMN00WB211CC,1600,1,1
665,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,22DA,KBC Version 92.12,PENEU00WB8F003,1600,1,1
666,LENOVO,NULL,NULL,NULL,NULL,2701,243852U,0B98401 Pro,1ZSF53AC50P,1600,0,0
671,Hewlett-Packard,NULL,NULL,NULL,NULL,2401,18DF,KBC Version 62.18,PDNGD001X6O0T5,1600,1,1
676,LENOVO,NULL,NULL,NULL,NULL,2694,20A7006VUS,SDK0E50510 WIN,W1KS4BT11PL,1600,0,0
678,LENOVO,NULL,NULL,NULL,NULL,2794,20EF000LUS,SDK0E50510 WIN,W1KS5CA11LG,1600,0,0
682,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,22DA,KBC Version 92.14,PENEU00WB9D2L1,1600,1,1
683,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
689,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
696,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
697,NULL,NULL,NULL,NULL,NULL,3200,NULL,NULL,NULL,667,2,1
703,LENOVO,NULL,NULL,NULL,NULL,2793,LENOVO,NULL,NULL,800,1,1
706,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
717,LENOVO,NULL,NULL,NULL,NULL,2301,20BW0005CD,SDK0E50511 WIN,L1HF55K05PP,1600,0,0
720,Hewlett-Packard,NULL,NULL,NULL,NULL,3401,3396,NULL,6CR3142WRB,1600,0,0
737,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
738,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
740,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
742,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
744,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
745,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
746,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
747,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
750,Intel Corporation,NULL,NULL,NULL,NULL,2405,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
753,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
754,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
755,Intel Corporation,NULL,NULL,NULL,NULL,2394,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
756,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
757,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
760,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
761,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
762,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,213E,KBC Version 24.2C,PEAEE3AWR8R04M,1600,1,1
763,LENOVO,NULL,NULL,NULL,NULL,2901,20BE0085US,0B98401 Pro,W1KS47Y104E,1600,0,0
764,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
766,Intel Corporation,NULL,NULL,NULL,NULL,2394,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
767,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVEA00WB9A7UU,1600,1,1
768,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVEA00WB8V3BR,1600,1,1
770,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
771,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
774,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,225A,KBC Version 96.58,PEVDF00WB9V4EH,1600,1,1
775,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
778,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB9G3VF,1600,1,1
779,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,213E,KBC Version 24.2C,PEAEE3AWR8R04X,1600,1,1
784,LENOVO,NULL,NULL,NULL,NULL,2801,20EF000MUS,SDK0E50510 WIN,W1KS54P114F,1600,0,0
785,LENOVO,NULL,NULL,NULL,NULL,2401,20BS006BGE,SDK0E50510 WIN,W1KS53310C1,1600,0,0
793,HP,NULL,NULL,NULL,NULL,2401,8079,KBC Version 85.74,PFKZU00WB172NV,2133,1,1
800,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
805,LENOVO,NULL,NULL,NULL,NULL,2501,20EF001XUK,SDK0J40705 WIN,W1KS5AY11AG,1600,0,0
812,Intel Corporation,NULL,NULL,NULL,NULL,2199,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
822,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
825,Microsoft Corporation,NULL,NULL,NULL,NULL,2496,Surface Pro 4,NULL,A01031412762541A,1867,0,0
830,Intel Corporation,NULL,NULL,NULL,NULL,2201,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
831,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,22DA,KBC Version 92.12,PENEU00WB8I07U,1600,1,1
834,LENOVO,NULL,NULL,NULL,NULL,2701,243852U,Win8 Pro DPK TPG,1ZSF536E6DK,1600,0,0
839,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
840,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
842,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
848,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,22DA,KBC Version 92.14,PENEV00WB8O2AS,1600,1,1
858,LENOVO,NULL,NULL,NULL,NULL,2701,20ALCTO1WW,SDK0E50510 WIN,L1HF4BM002V,1600,0,0
876,LENOVO,NULL,NULL,NULL,NULL,2601,20EV002JUS,SDK0J40705 WIN,L1HF66B0556,1600,0,0
883,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF66D00VT,2133,0,0
887,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF66D02DA,2133,0,0
888,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.56,PEVMN00WB9Y3AR,1600,1,1
895,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,22DA,KBC Version 92.12,PENEU00WB7T72L,1600,1,1
904,LENOVO,NULL,NULL,NULL,NULL,2701,20AL00C6GE,SDK0E50510 WIN,L1HF4C3021H,1600,0,0
906,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,NULL,NULL,NULL,1600,NULL,NULL
908,Hewlett-Packard,NULL,NULL,NULL,NULL,2501,2253,KBC Version 03.12,PENNRI21V7Q13A,1600,1,1
910,Microsoft Corporation,NULL,NULL,NULL,NULL,2496,Surface Pro 4,NULL,A01034510304602A,1867,0,0
922,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
925,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
926,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
927,Intel Corporation,NULL,NULL,NULL,NULL,2199,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
929,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
933,LENOVO,NULL,NULL,NULL,NULL,2496,20F5S37401,SDK0J40685 WIN,L1HF66H06BZ,2133,0,0
937,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.58,PEVMN00WB191TJ,1600,1,1
942,LENOVO,NULL,NULL,NULL,NULL,2794,20EF000NUS,SDK0E50510 WIN,W1KS63N10S0,1600,0,0
948,LENOVO,NULL,NULL,NULL,NULL,2401,20BS006BGE,SDK0E50510 WIN,W1KS53310GZ,1600,0,0
951,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,22DA,KBC Version 92.12,PENEV00WD7O2U7,1600,1,1
952,LENOVO,NULL,NULL,NULL,NULL,2494,20EGS0TK02,Not Defined,W1KS63710CN,1600,0,0
960,LENOVO,NULL,NULL,NULL,NULL,2694,20BG001BUK,0B98401 WIN,W1KS4BW10K2,1600,0,0
964,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS66L11Z9,1867,0,0
974,LENOVO,NULL,NULL,NULL,NULL,2401,20BS006BGE,SDK0E50510 WIN,W1KS53A11SC,1600,0,0
978,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PDXVT001X6BITT,1600,1,1
993,HP,NULL,NULL,NULL,NULL,2808,8079,KBC Version 85.77,PFLAA00WB25212,2133,1,1
1003,LENOVO,NULL,NULL,NULL,NULL,2594,20BS0031US,SDK0E50510 WIN,W1KS58M13VZ,1600,0,0
1007,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF66D02A8,2133,0,0
1010,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF66D022M,2133,0,0
1012,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVEA00WB9F05K,1600,1,1
1013,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF66D029S,2133,0,0
1014,LENOVO,NULL,NULL,NULL,NULL,2794,20EF000MUS,SDK0E50510 WIN,W1KS57G1005,1600,0,0
1019,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVDQ00WB8Y1CZ,1600,1,1
1021,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVDQ00WB8Z064,1600,1,1
1023,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVDQ00WB8Z0AQ,1600,1,1
1024,Hewlett-Packard,NULL,NULL,NULL,NULL,2195,2216,KBC Version 96.54,PEVDQ00WB8Y1D9,1600,1,1
1025,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,198F,KBC Version 15.55,PDXVV001X6U1BF,1600,1,1
1041,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVDQ00WB8Y1DC,1600,1,1
1042,Hewlett-Packard,NULL,NULL,NULL,NULL,2501,2253,KBC Version 03.12,PENNRI21V8WL1H,1600,1,1
1048,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVDQ00WB8Z0B4,1600,1,1
1050,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84595312738538A,1867,0,0
1056,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.55,PEVDQ00WB8X0DW,1600,1,1
1062,Hewlett-Packard,NULL,NULL,NULL,NULL,2501,2253,KBC Version 03.10,PENNRK21U9C4QS,1600,1,1
1070,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.61,PBLVD00WB313DE,2133,1,1
1074,Intel Corporation,NULL,NULL,NULL,NULL,2398,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1077,LENOVO,NULL,NULL,NULL,NULL,3100,To be filled by O.E.M.,SDK0J40705 WIN 3425054051321,NULL,1866,1,1
1081,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB210YS,1600,1,1
1083,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVDQ00WB8Y1IJ,1600,1,1
1086,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVDQ00WB8Z09R,1600,1,1
1087,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVDQ00WB8Z0D3,1600,1,1
1090,HP,NULL,NULL,NULL,NULL,2808,80D4,KBC Version 11.73,PFPLHI21T26QN5,2133,1,1
1092,LENOVO,NULL,NULL,NULL,NULL,2496,20FH001VUS,SDK0J40705 WIN,W3KS6781255,1600,0,0
1097,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.62,PFTDKI2NM312PC,2133,1,1
1099,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS66L11EY,1867,0,0
1115,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.61,PBLVD00WB333KR,2133,1,1
1118,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.77,PBLVD00WB333KU,2133,1,1
1121,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF66D00VY,2133,0,0
1132,HP,NULL,NULL,NULL,NULL,2496,80FA,KBC Version 01.33,PFUFP048J301IX,2133,1,1
1133,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,22DA,KBC Version 92.15,PENEU00WB9V2M7,1600,1,1
1137,LENOVO,NULL,NULL,NULL,NULL,2712,20EN001FUS,SDK0J40705 WIN,L1HF654004V,2133,0,0
1141,LENOVO,NULL,NULL,NULL,NULL,2694,20A70037US,SDK0E50510 Pro,W1KS441119Y,1600,0,0
1142,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1143,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1144,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1146,Intel Corporation,NULL,NULL,NULL,NULL,2398,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1148,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,213E,KBC Version 24.2E,PEAEE3AWR8R04P,1600,1,1
1154,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS63P10M5,1867,0,0
1155,LENOVO,NULL,NULL,NULL,NULL,2401,20BG001EUK,0B98401 Pro,W1KS44S108G,1600,0,0
1156,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1157,LENOVO,NULL,NULL,NULL,NULL,2808,20FCS1PS00,SDK0J40705 WIN,W1KS68C116A,1867,0,0
1159,LENOVO,NULL,NULL,NULL,NULL,2808,20FCS1PS00,SDK0J40705 WIN,W1KS68C11HV,1867,0,0
1169,Hewlett-Packard,NULL,NULL,NULL,NULL,2401,212A,NULL,NULL,2133,1,1
1175,Hewlett-Packard,NULL,NULL,NULL,NULL,3201,3397,NULL,MXL3452NWZ,1333,1,1
1176,ASUSTeK COMPUTER INC.,NULL,NULL,NULL,NULL,2494,G751JY,1.0,BSN12345678901234567,1600,0,0
1177,INTEL Corporation,NULL,NULL,NULL,NULL,2592,SKYBAY,Default string,Default string,2133,0,0
1178,Hewlett-Packard,NULL,NULL,NULL,NULL,3601,18E4,NULL,2UA60511VC,1600,0,0
1188,Intel Corporation,NULL,NULL,NULL,NULL,3592,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1192,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB9F1JG,1600,1,1
1202,Intel Corporation,NULL,NULL,NULL,NULL,2300,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1203,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
1219,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/CV0DR72/CN1296364U090D/,2133,0,0
1222,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF6850027,2133,0,0
1223,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS63P10E2,1867,0,0
1226,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF685017Y,2133,0,0
1235,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF65M0065,2133,0,0
1241,LENOVO,NULL,NULL,NULL,NULL,3301,NULL,NOK,P503ZAD3,1600,0,0
1253,"Micro-Star International Co., Ltd.",NULL,NULL,NULL,NULL,2601,MS-16H7,REV:1.0,BSS-0123456789,2133,0,0
1255,Hewlett-Packard,NULL,NULL,NULL,NULL,3401,1790,NULL,2UA3241W9G,1600,2,2
1260,ASUSTeK COMPUTER INC.,NULL,NULL,NULL,NULL,2401,G750JX,1.0,BSN12345678901234567,1600,0,0
1261,ASUSTeK COMPUTER INC.,NULL,NULL,NULL,NULL,2494,G751JY,1.0,BSN12345678901234567,1600,0,0
1263,LENOVO,NULL,NULL,NULL,NULL,2808,20F9005AUS,SDK0J40697 WIN,L1HF6680881,2133,0,0
1266,Dell Inc.,NULL,NULL,NULL,NULL,3325,0Y958C,A00,..CN708219CNB1GQ.,800,2,2
1282,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS67410VM,1867,0,0
1292,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB370AF,1600,1,1
1293,LENOVO,NULL,NULL,NULL,NULL,2594,20BS0035US,SDK0E50510 WIN,W1KS5CP10V9,1600,0,0
1294,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB3708U,1600,1,1
1295,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS65A10B2,1867,0,0
1297,Acer,NULL,NULL,NULL,NULL,3401,Aspire ME600,NULL,DBSMV11001251057C66301,1333,0,0
1304,Hewlett-Packard,NULL,NULL,NULL,NULL,2301,176C,KBC Version 50.19,PCZJN001X3FHYE,1600,1,1
1305,LENOVO,NULL,NULL,NULL,NULL,2295,20BV0002US,SDK0E50510 WIN,L1HF5BH083M,1600,0,0
1306,ASUSTeK COMPUTER INC.,NULL,NULL,NULL,NULL,2401,G750JS,1.0,BSN12345678901234567,1600,0,0
1311,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,2216,KBC Version 96.56,PEVEC00WB9R3FP,1600,1,1
1321,Intel Corporation,NULL,NULL,NULL,NULL,2300,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1324,LENOVO,NULL,NULL,NULL,NULL,2601,LENOVO,0B98401 WIN,NULL,1600,2,2
1337,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,22DA,KBC Version 92.17,PENEU00WD7P27Y,1600,1,1
1343,LENOVO,NULL,NULL,NULL,NULL,2794,20EF000MUS,SDK0E50510 WIN,W1KS625104S,1600,0,0
1344,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84596360940545A,1867,0,0
1346,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,0B98417 WIN,W1KS73AFTB1,1867,0,0
1349,LENOVO,NULL,NULL,NULL,NULL,2712,20EN0016US,SDK0J40705 WIN,L1HF63A00H5,2133,0,0
1356,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF66D0297,2133,0,0
1366,LENOVO,NULL,NULL,NULL,NULL,2712,20EN0013US,0B98417 PRO,!HF674770T&,2133,0,0
1372,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.62,PFTDKI2NM310GL,2133,1,1
1374,Hewlett-Packard,NULL,NULL,NULL,NULL,2501,2253,KBC Version 03.10,PENNRI21V7Q0LV,1600,1,1
1376,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF685019H,2133,0,0
1377,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF66D026V,2133,0,0
1396,LENOVO,NULL,NULL,NULL,NULL,2794,20EF000NUS,SDK0E50510 WIN,W1KS5C810P9,1600,0,0
1403,Hewlett-Packard,NULL,NULL,NULL,NULL,2501,2253,KBC Version 03.12,PENNRK21U9C4Q7,1600,1,1
1404,Intel Corporation,NULL,NULL,NULL,NULL,2934,DP55WB,AAE64798-206,AZWB0050045K,1333,1,1
1417,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,225A,KBC Version 96.58,PEVDF00WB9W0U7,1600,1,1
1422,"Micro-Star International Co., Ltd.",NULL,NULL,NULL,NULL,2601,MS-1775,REV:1.0,BSS-0123456789,2133,0,0
1428,EVGA,NULL,NULL,NULL,NULL,2653,121-BL-E756,Tylersburg,NULL,NULL,6,4
1430,LENOVO,NULL,NULL,NULL,NULL,2808,20FCS1PS00,SDK0J40705 WIN,W1KS69A106P,1867,0,0
1437,Hewlett-Packard,NULL,NULL,NULL,NULL,3401,3397,NULL,NULL,1600,1,1
1438,LENOVO,NULL,NULL,NULL,NULL,2592,20EN0013US,SDK0J40705 WIN,L1HF68G015J,2133,0,0
1441,Hewlett-Packard,NULL,NULL,NULL,NULL,3601,1589,0.00,2UA336173H,1600,1,1
1447,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB410DN,1600,1,1
1458,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVDQ00WB9A127,1600,1,1
1462,Dell Inc.,NULL,NULL,NULL,NULL,2701,0N8J4R,A01,/C2KMJC2/CN1296367800DB/,2133,0,0
1467,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,225A,KBC Version 96.5B,PEVDF00WB180I6,1600,1,1
1468,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84594330792625A,1867,0,0
1476,LENOVO,NULL,NULL,NULL,NULL,1896,1030,SDK0E50510 WIN 2625084702323,NULL,1600,1,1
