Computer_Idn,AssetTag,ServiceTag,ExpressServiceCode,SerialNum,Model,ModelNum,Manufacturer,ChassisType,SalesOrderNumber,ManufactureDate,SystemVersion,HasBattery,CmmGuid,CmmSnmpPort,CmmSlimPort,CmmLocation,IPMIVersion,BMCFirmwareVersion,SDRVersion,SDRFile,SDRPackage,SDRTimeStamp,AMTVersion,ChassisName,BoardName,BackplaneVersion,ESMVersion,OpenManageSupport,OpenManageSupportedComponenets,OpenManageAdministratorVersion,AgentlessInstall,FirmwareVersion,PlatformVersion,BootMode,SupportEndDate,WillAutoRenew,ModelNumber
6207,NULL,NULL,NULL,CNU406BSZ1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6208,NULL,NULL,NULL,30ZDG12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6209,NULL,R90NUUS6,2135463542358,R90NUUS6,20HCA00QUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51s,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HCA00QUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6210,NULL,PF116BLJ,1991818278199,PF116BLJ,20HHCT01WW,NULL,LENOVO,Notebook,NULL,NULL,Thinkpad P50,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HHCT01WW,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6212,NULL,PF0TBWSR,1991805102027,PF0TBWSR,20HR005FUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR005FUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6214,NULL,PF0YAFHX,1991813431029,PF0YAFHX,20HR006SUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR006SUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6216,NULL,NULL,NULL,R90B9LZY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6217,NULL,R90LJMZQ,2135459659814,R90LJMZQ,20FB005WUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 4th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20FB005WUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6224,NULL,R90LWN9Z,2135460266711,R90LWN9Z,20FB006BPB,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 4th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20FB006BPB,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6225,NULL,NULL,NULL,C02WV14DHTDD,MacBook Pro,NULL,Apple Computer Inc.,"MacBookPro14,3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6226,NULL,NULL,NULL,3TQ9DS1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6227,NULL,NULL,NULL,C1MT64Y1H3QD,MacBook Air,NULL,Apple Computer Inc.,"MacBookAir7,2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6228,NULL,VMware-42 2e 7f e4 cb 90 cb 7f-9b 86 0e 4b 93 63 4d 86,1024448542608655600000000000000000000000000000000000000000000000000000000000000000000,VMware-42 2e 7f e4 cb 90 cb 7f-9b 86 0e 4b 93 63 4d 86,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6229,NULL,PF11K329,1991818920321,PF11K329,20HR006SUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR006SUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6232,NULL,DHY1362,29383253066,DHY1362,Latitude E7250,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7250,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6235,NULL,NULL,NULL,000050271257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6236,5CG5390F6Q,5CG5390F6Q,542918009303522,5CG5390F6Q,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6237,NULL,2FRY362,5307497354,2FRY362,Latitude E7450,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7450,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6238,NULL,PF12W66D,1991821163845,PF12W66D,20HR006SUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR006SUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6239,NULL,CND6412F05,1284637046376821,CND6412F05,HP ZBook 15 G3,NULL,HP,Notebook,NULL,NULL,KBC Version 10.64,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ZBook 15 G3,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6240,NULL,PC0L3H4A,1985260924522,PC0L3H4A,20EQS4NF00,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P50,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20EQS4NF00,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6242,5CG72922VZ,5CG72922VZ,542922302479391,5CG72922VZ,HP EliteBook 840 G4,NULL,HP,Notebook,NULL,NULL,KBC Version 45.41,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G4,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6243,NULL,NULL,NULL,0205-1654-0805-6803-0082-3108-75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6245,NULL,R90A4GZF,2135440476411,R90A4GZF,20BG0045UK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad W540,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BG0045UK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6246,NULL,PF0TPWKL,1991805754917,PF0TPWKL,20HR002MUK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR002MUK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6248,NULL,PC0EEU6Q,1985249697362,PC0EEU6Q,20ENS0D700,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P50,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20ENS0D700,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6250,NULL,NULL,NULL,9451-4996-9540-4477-4475-8505-91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6251,NULL,NULL,NULL,7FTYTB2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6252,NULL,R90GBVZS,2135450900152,R90GBVZS,20EF000MUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad W541,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20EF000MUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6253,NULL,PC0MZ6LF,1985264083491,PC0MZ6LF,20HNS0AA00,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X270,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HNS0AA00,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6254,NULL,R90JAXRA,2135455894630,R90JAXRA,20EF000MUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad W541,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20EF000MUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6256,NULL,NULL,NULL,VMware-42 27 fc 77 63 22 a9 4e-1b 10 9d be 02 88 eb 81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6257,NULL,NULL,NULL,PF0TPU5K,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6258,5CD7034XYN,5CD7034XYN,542687079110639,5CD7034XYN,HP EliteBook Folio 1040 G3,NULL,HP,Notebook,NULL,NULL,KBC Version 01.72,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 1040 G3,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6259,NULL,R90M18Y1,2135460481417,R90M18Y1,20FBS0T800,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 4th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20FBS0T800,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6260,NULL,PC0MR2NK,1985263705136,PC0MR2NK,20EQS4NF00,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P50,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20EQS4NF00,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6262,NULL,CND6312P7R,1284636985923879,CND6312P7R,HP ZBook Studio G3,NULL,HP,Notebook,NULL,NULL,KBC Version 11.73,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ZBook Studio G3,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6263,NULL,PF0V20XT,1991808000065,PF0V20XT,20HR000FUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR000FUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6266,NULL,FSCTT32,34366334078,FSCTT32,Latitude E5450,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5450,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6268,NULL,CNS5Q72,27559406558,CNS5Q72,Latitude E7450,NULL,Dell Inc.,LapTop,NULL,NULL,A01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7450,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6272,NULL,R90KKY18,2135458041164,R90KKY18,20FB005WUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 4th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20FB005WUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6273,5CG503208L,5CG503208L,542917817901237,5CG503208L,HP EliteBook 840 G1,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10203,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G1,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6274,NULL,R90M1LPX,2135460497973,R90M1LPX,20FB005WUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 4th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20FB005WUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6276,NULL,NULL,NULL,C02WJ12HHTDD,MacBook Pro,NULL,Apple Computer Inc.,"MacBookPro14,3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6277,NULL,CND5334QXQ,1284634812596318,CND5334QXQ,HP ZBook 15 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ZBook 15 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6278,NULL,PF0TYR25,1991806167677,PF0TYR25,20HH0015UK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HH0015UK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6279,NULL,NULL,NULL,C02WL5CTHV2M,MacBook Pro,NULL,Apple Computer Inc.,"MacBookPro14,2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6281,NULL,PF19P1DH,1991832588341,pf19p1dh,20KH002FUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 6th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20KH002FUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6283,NULL,PC0KTM8J,1985260464595,PC0KTM8J,30B5002EUS,NULL,LENOVO,Desktop,NULL,NULL,ThinkStation P510,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30B5002EUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6284,NULL,NULL,NULL,C02TG25UGTFM,MacBook Pro,NULL,Apple Computer Inc.,"MacBookPro13,3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6285,NULL,PF0RPSTV,1991802390835,pf0rpstv,20HJS0PA00,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HJS0PA00,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6287,NULL,PC0UQBXC,1985277107424,PC0UQBXC,20L8S19L0Z,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T480s,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20L8S19L0Z,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6288,NULL,5CG8125FCC,542924407194348,5CG8125FCC,HP EliteBook 840 G4,NULL,HP,Notebook,NULL,NULL,KBC Version 45.41,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G4,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6290,5cg7274kk4,5CG7274KK4,542922299236372,5cg7274kk4,HP EliteBook 840 G3,NULL,HP,Notebook,NULL,NULL,KBC Version 85.77,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G3,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6291,NULL,246ZR72,4607175278,246ZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6292,NULL,NULL,NULL,594CQC2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6294,NULL,J8CGXZ1,41863539709,J8CGXZ1,Latitude E7240,NULL,Dell Inc.,LapTop,NULL,NULL,00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7240,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6295,8CG7362H5M,8CG7362H5M,847602227930458,8CG7362H5M,HP ProDesk 400 G3 DM,NULL,HP,Unknown,NULL,NULL,KBC Version 06.15,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ProDesk 400 G3 DM,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6296,NULL,NULL,NULL,GVGTM62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6297,NULL,PF124AYN,1991819863679,PF124AYN,20HES89900,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T470,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HES89900,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6298,NULL,NULL,NULL,VMware-56 4d c2 0a 89 0f b7 bf-6c a9 53 e0 d7 c3 17 cb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6299,NULL,BPS5Q72,25503556574,BPS5Q72,Latitude E7450,NULL,Dell Inc.,LapTop,NULL,NULL,A01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7450,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6301,NULL,NULL,NULL,FVFWX0UUHV2F,MacBook Pro,NULL,Apple Computer Inc.,"MacBookPro14,1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6302,NULL,NULL,NULL,C02Q848YFVH8,MacBook Pro,NULL,Apple Computer Inc.,"MacBookPro12,1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6303,NULL,010898264557,3679450142261515,010898264557,Surface Book,NULL,Microsoft Corporation,LapTop,NULL,NULL,D:0B:09F:1C:03P:38,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Surface Book,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6304,NULL,PC0LB0R6,1985261276562,PC0LB0R6,20FAS1P302,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T460s,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20FAS1P302,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6306,NULL,CND7111QDB,1284639041728703,CND7111QDB,HP ZBook 15 G3,NULL,HP,Notebook,NULL,NULL,KBC Version 10.6E,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ZBook 15 G3,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6308,NULL,PBNLLCP,55124324953,PBNLLCP,2347G5C,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T430,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2347G5C,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6309,NULL,104RK32,2184786542,104RK32,Precision M4800,NULL,Dell Inc.,LapTop,NULL,NULL,00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision M4800,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6310,NULL,PF12LTPK,1991820681128,PF12LTPK,20HJS4N000,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HJS4N000,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6311,NULL,PF163HVN,1991826544451,pf163hvn,20KH006KUK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 6th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20KH006KUK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6313,NULL,PF165FWL,1991826635205,pf165fwl,20KH006KUK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 6th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20KH006KUK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6314,NULL,PF163HVQ,1991826544454,pf163hvq,20KH006KUK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 6th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20KH006KUK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6317,NULL,CND7252KSV,1284639108952783,CND7252KSV,HP ZBook Studio G4,NULL,HP,Notebook,NULL,NULL,KBC Version 47.39,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ZBook Studio G4,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6318,NULL,PF0SNK0N,1991803965719,pf0snk0n,20HH0018UK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HH0018UK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6319,NULL,PF0SNK20,1991803965768,pf0snk20,20HH0018UK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HH0018UK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6320,NULL,NULL,NULL,MJ39EKP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
